head	rel	tail
Q33935	P190	Q270
Q212	P530	Q928
Q851	P530	Q863
Q145	P530	Q38
Q774	P37	Q1321
Q148	P530	Q1019
Q1211	P47	Q1214
Q928	P530	Q155
Q142	P530	Q858
Q1509	P47	Q1581
Q96	P530	Q810
Q4093	P131	Q22
Q754	P530	Q408
Q865	P530	Q800
Q1524	P190	Q472
Q159	P530	Q399
Q222	P47	Q41
Q191	P47	Q211
Q881	P530	Q865
Q649	P190	Q1741
Q1227	P17	Q30
Q218	P47	Q33946
Q1036	P530	Q668
Q1524	P190	Q994
Q225	P530	Q43
Q252	P47	Q928
Q230	P530	Q766
Q49114	P17	Q30
Q902	P530	Q229
Q854	P530	Q865
Q1221	P47	Q1223
Q8678	P190	Q33935
Q1965	P47	Q176
Q1489	P190	Q1490
Q159	P530	Q298
Q912	P17	Q912
Q183	P530	Q783
Q945	P530	Q423
Q9129	P17	Q34
Q211	P17	Q211
Q17	P530	Q15180
Q39	P530	Q403
Q994	P190	Q23556
Q219	P530	Q711
Q1899	P190	Q1486
Q711	P530	Q928
Q9531	P159	Q84
Q230	P530	Q810
Q1861	P190	Q34932
Q1731	P190	Q2044
Q20	P530	Q974
Q155	P530	Q43
Q252	P530	Q36
Q774	P47	Q783
Q1041	P530	Q183
Q252	P530	Q843
Q34217	P190	Q586
Q221	P530	Q212
Q408	P530	Q34
Q184	P530	Q30
Q155	P530	Q145
Q145	P530	Q801
Q36	P47	Q211
Q1397	P36	Q16567
Q664	P530	Q142
Q85	P190	Q1486
Q214	P530	Q38
Q230	P530	Q805
Q16	P530	Q414
Q403	P530	Q232
Q212	P530	Q16
Q214	P530	Q159
Q8678	P190	Q1218
Q962	P530	Q155
Q77	P530	Q28
Q145	P530	Q79
Q230	P530	Q35
Q843	P17	Q843
Q85	P190	Q1930
Q227	P17	Q227
Q43	P530	Q222
Q16555	P17	Q30
Q851	P530	Q114
Q865	P361	Q48
Q148	P530	Q403
Q230	P530	Q801
Q717	P47	Q30
Q41	P530	Q739
Q17	P530	Q28
Q41	P530	Q40
Q218	P17	Q218
Q712	P530	Q148
Q403	P530	Q851
Q664	P530	Q334
Q28	P530	Q423
Q712	P530	Q833
Q858	P47	Q822
Q472	P190	Q19660
Q9129	P17	Q212
Q96	P530	Q1033
Q365	P17	Q183
Q830350	P460	Q475210
Q37100	P190	Q65
Q8686	P190	Q1492
Q77	P530	Q31
Q1558	P47	Q1581
Q408	P2936	Q188
Q219	P150	Q472
Q399	P530	Q38
Q148	P530	Q145
Q916	P530	Q414
Q796	P530	Q252
Q865	P530	Q241
Q994	P190	Q649
Q865	P530	Q804
Q956	P190	Q3616
Q801	P530	Q399
Q1009	P37	Q150
Q159	P530	Q45
Q35	P530	Q408
Q974	P47	Q1036
Q219	P530	Q36
Q15897419	P407	Q5146
Q221	P30	Q46
Q30	P47	Q96
Q863	P530	Q399
Q31487	P190	Q62
Q214	P530	Q35
Q668	P150	Q1353
Q801	P530	Q20
Q215	P530	Q16
Q2634	P190	Q62
Q45	P530	Q17
Q8646	P30	Q48
Q220	P190	Q31487
Q1384	P47	Q1400
Q786	P47	Q790
Q159	P530	Q822
Q265	P530	Q833
Q881	P530	Q219
Q183	P530	Q148
Q19660	P190	Q23556
Q43	P530	Q948
Q45	P530	Q233
Q159	P530	Q965
Q1527	P47	Q1537
Q221	P530	Q38
Q159	P530	Q804
Q1370	P47	Q1371
Q38	P530	Q115
Q1486	P190	Q1397
Q1757	P37	Q1412
Q258	P530	Q334
Q843	P530	Q1028
Q809	P17	Q414
Q399	P530	Q843
Q334	P36	Q334
Q843	P530	Q902
Q1754	P190	Q1748
Q11739	P190	Q4093
Q1028	P530	Q16
Q954	P530	Q801
Q189	P530	Q423
Q865	P530	Q1019
Q801	P47	Q858
Q1707	P17	Q183
Q216	P17	Q15180
Q1045	P530	Q843
Q183	P530	Q810
Q29	P530	Q833
Q30	P530	Q55
Q736	P37	Q1321
Q975	P17	Q30
Q159	P530	Q739
Q403	P530	Q408
Q664	P530	Q38
Q1261	P47	Q1522
Q232	P530	Q902
Q801	P530	Q403
Q865	P530	Q754
Q189	P30	Q46
Q851	P530	Q822
Q14647205	P460	Q1605665
Q472	P190	Q1899
Q1400	P47	Q1393
Q36704	P47	Q41
Q12722	P17	Q142
Q172	P190	Q1794
Q43	P530	Q183
Q24639	P17	Q16
Q902	P530	Q183
Q29999	P36	Q727
Q830350	P460	Q1158906
Q1019	P37	Q150
Q19660	P190	Q62
Q230	P530	Q878
Q45	P530	Q38
Q406	P17	Q43
Q35	P530	Q869
Q30	P530	Q224
Q16554	P190	Q1352
Q794	P47	Q843
Q739	P530	Q252
Q239	P17	Q31
Q36	P530	Q142
Q869	P530	Q884
Q424	P530	Q851
Q216	P190	Q2280
Q812	P47	Q1428
Q8663	P710	Q41
Q1762022	P460	Q13501137
Q33	P530	Q30
Q851	P530	Q843
Q219	P530	Q191
Q15180	P530	Q241
Q1762022	P460	Q7521081
Q1781	P190	Q31487
Q126399	P740	Q65
Q191	P530	Q30
Q962	P530	Q865
Q954	P530	Q183
Q1393	P47	Q1400
Q30	P150	Q1558
Q16	P530	Q20
Q215	P530	Q214
Q419	P530	Q403
Q801	P530	Q183
Q148	P47	Q884
Q77	P47	Q414
Q717	P47	Q754
Q804	P530	Q96
Q2079	P190	Q174
Q1183	P17	Q30
Q1781	P190	Q1794
Q1214	P47	Q1553
Q403	P530	Q30
Q159	P530	Q843
Q822	P530	Q794
Q270	P190	Q8684
Q31487	P30	Q46
Q41	P530	Q212
Q414	P530	Q38
Q148	P530	Q31
Q173	P47	Q1509
Q1486	P190	Q1218
Q881	P530	Q17
Q1899	P190	Q656
Q23436	P17	Q145
Q43	P530	Q31
Q252	P530	Q851
Q35	P530	Q184
Q1335	P190	Q1489
Q29	P530	Q739
Q222	P530	Q230
Q230	P530	Q739
Q252	P530	Q35
Q3130	P190	Q987
Q717	P37	Q1321
Q29	P530	Q865
Q424	P530	Q142
Q227	P30	Q48
Q36	P530	Q252
Q1158477	P460	Q12788459
Q148	P47	Q15180
Q656	P190	Q1953
Q994	P190	Q1953
Q155	P530	Q45
Q18336315	P460	Q7521081
Q865	P530	Q29
Q1581	P47	Q1649
Q298	P530	Q30
Q155	P530	Q902
Q1041	P530	Q148
Q145	P530	Q796
Q801	P530	Q836
Q46	P530	Q833
Q813	P530	Q865
Q224	P530	Q40
Q8686	P190	Q340
Q18094	P17	Q30
Q792	P37	Q1321
Q804	P530	Q902
Q786	P37	Q1321
Q38	P530	Q822
Q30	P530	Q334
Q212	P530	Q252
Q35	P530	Q924
Q84	P190	Q956
Q172	P190	Q2634
Q230	P530	Q211
Q632842	P460	Q1158906
Q16556	P17	Q30
Q1490	P17	Q17
Q786	P17	Q786
Q159	P47	Q36
Q717	P530	Q833
Q11122389	P460	Q1159009
Q77	P530	Q298
Q45	P530	Q252
Q38	P530	Q225
Q262	P530	Q43
Q258	P530	Q145
Q851	P530	Q262
Q2145	P37	Q150
Q35	P530	Q1045
Q833	P530	Q148
Q28	P530	Q77
Q114	P530	Q79
Q334	P47	Q833
Q183	P530	Q1033
Q1726	P17	Q183
Q24639	P190	Q8678
Q218	P47	Q403
Q9531	P17	Q145
Q262	P530	Q96
Q766	P530	Q96
Q15180	P530	Q801
Q33946	P1366	Q214
Q298	P530	Q833
Q183	P530	Q16
Q35	P530	Q36
Q36	P530	Q843
Q813	P47	Q863
Q1030	P530	Q801
Q916	P530	Q212
Q833	P530	Q96
Q148	P530	Q189
Q585	P190	Q1748
Q29	P47	Q45
Q40	P530	Q881
Q216	P190	Q1773
Q20	P530	Q851
Q79	P530	Q865
Q843	P530	Q863
Q771	P36	Q100
Q1930	P131	Q1904
Q843	P530	Q33
Q2044	P190	Q1781
Q36	P37	Q809
Q230	P530	Q189
Q12626	P17	Q142
Q1524	P190	Q2634
Q1456	P17	Q30
Q1773	P17	Q211
Q2079	P17	Q43287
Q414	P530	Q148
Q656	P190	Q270
Q822	P530	Q142
Q3616	P190	Q84
Q258	P530	Q117
Q212	P530	Q115
Q656	P190	Q23436
Q145	P530	Q36
Q183	P530	Q222
Q8678	P190	Q406
Q233	P530	Q29
Q869	P530	Q334
Q29	P530	Q843
Q30	P530	Q1016
Q174	P190	Q8684
Q805	P530	Q403
Q13501137	P460	Q1159009
Q189	P530	Q30
Q1400	P47	Q1397
Q19660	P17	Q218
Q159	P530	Q813
Q65	P190	Q1953
Q408	P530	Q889
Q40	P530	Q16
Q408	P530	Q148
Q414	P530	Q39
Q854	P530	Q35
Q403	P530	Q227
Q13501137	P460	Q2117521
Q2280	P190	Q85
Q11218	P607	Q362
Q7737	P17	Q30
Q77	P530	Q159
Q96	P530	Q43
Q10989273	P460	Q632842
Q437	P190	Q239
Q218	P530	Q928
Q794	P530	Q33
Q216	P190	Q23436
Q148	P530	Q20
Q800	P530	Q77
Q1486	P190	Q597
Q1415	P17	Q30
Q711	P530	Q219
Q1524	P190	Q956
Q813	P530	Q794
Q664	P530	Q30
Q878	P530	Q1045
Q236	P530	Q221
Q1546	P47	Q1537
Q23482	P190	Q2634
Q419	P530	Q96
Q43287	P17	Q43287
Q23436	P17	Q174193
Q148	P530	Q224
Q20	P530	Q30
Q1428	P47	Q1509
Q23556	P190	Q239
Q456	P30	Q46
Q230	P47	Q159
Q884	P530	Q38
Q96	P530	Q224
Q218	P530	Q298
Q794	P530	Q38
Q3711	P190	Q585
Q1861	P190	Q61
Q837	P47	Q148
Q801	P530	Q218
Q1384	P150	Q60
Q145	P530	Q865
Q668	P530	Q184
Q739	P47	Q804
Q33946	P47	Q15180
Q1563	P190	Q1524
Q99	P150	Q62
Q35715	P47	Q3224
Q218	P530	Q833
Q221	P530	Q225
Q794	P47	Q15180
Q179876	P30	Q46
Q148	P47	Q836
Q924	P530	Q423
Q1055	P190	Q656
Q96	P530	Q262
Q1030	P530	Q183
Q30	P530	Q227
Q41	P530	Q34
Q980	P17	Q7318
Q148	P530	Q1041
Q854	P17	Q854
Q668	P530	Q1028
Q2807	P190	Q8652
Q14346236	P460	Q15921732
Q423	P530	Q28
Q43	P530	Q145
Q994	P190	Q31487
Q2280	P190	Q216
Q822	P530	Q399
Q423	P530	Q711
Q29	P530	Q902
Q928	P530	Q16
Q414	P530	Q403
Q225	P530	Q159
Q17	P47	Q159
Q325872	P407	Q809
Q232	P530	Q184
Q252	P530	Q34
Q656	P17	Q15180
Q1261	P47	Q1553
Q1904	P47	Q1527
Q385468	P407	Q7737
Q739	P530	Q16
Q403	P530	Q916
Q176	P36	Q2145
Q40	P530	Q212
Q980	P36	Q1726
Q399	P530	Q142
Q145	P530	Q419
Q6346	P1376	Q1415
Q9129	P17	Q145
Q225	P530	Q865
Q34	P530	Q414
Q15180	P30	Q48
Q796	P47	Q858
Q1899	P190	Q1953
Q96	P530	Q889
Q262	P530	Q41
Q8740	P710	Q664
Q241	P530	Q41
Q15921764	P460	Q15921732
Q3372	P47	Q3249
Q994	P190	Q437
Q155	P530	Q38
Q423	P530	Q252
Q30	P150	Q1371
Q41	P530	Q928
Q829	P47	Q816
Q1008	P530	Q15180
Q766	P530	Q717
Q472	P190	Q656
Q222	P530	Q889
Q34	P530	Q423
Q1028	P17	Q1028
Q691	P17	Q691
Q252	P530	Q712
Q148	P47	Q232
Q804	P37	Q1321
Q30	P530	Q424
Q30	P150	Q1428
Q43	P47	Q15180
Q148	P530	Q30
Q790	P530	Q155
Q649	P30	Q46
Q183	P530	Q1009
Q1028	P530	Q1016
Q225	P30	Q46
Q712	P530	Q252
Q183	P530	Q399
Q21	P1365	Q179876
Q30	P530	Q1036
Q1757	P17	Q34266
Q408	P530	Q833
Q252	P530	Q403
Q854	P530	Q191
Q878	P530	Q865
Q783	P530	Q30
Q34	P530	Q1030
Q1757	P190	Q472
Q408	P150	Q3224
Q1527	P47	Q1546
Q766	P530	Q833
Q213	P530	Q739
Q212	P530	Q230
Q34366	P47	Q36687
Q22	P30	Q46
Q212	P530	Q851
Q219	P530	Q858
Q79	P30	Q48
Q664	P530	Q423
Q796	P361	Q48
Q325872	P407	Q7737
Q17	P530	Q212
Q11122389	P460	Q632842
Q836	P530	Q403
Q72	P37	Q188
Q227	P47	Q794
Q232	P47	Q265
Q159	P530	Q1030
Q1335	P190	Q2807
Q30	P530	Q881
Q96	P530	Q142
Q813	P530	Q145
Q184	P530	Q155
Q851	P530	Q865
Q1371	P47	Q1391
Q1588	P17	Q30
Q32	P37	Q150
Q1953	P190	Q2044
Q262	P530	Q148
Q1952	P47	Q1965
Q736	P530	Q865
Q41	P530	Q858
Q1009	P530	Q865
Q902	P530	Q41
Q217	P530	Q183
Q262	P530	Q833
Q216	P190	Q270
Q865	P530	Q869
Q928	P530	Q902
Q227	P530	Q41
Q20	P530	Q183
Q219	P47	Q221
Q1533	P17	Q717
Q786	P530	Q96
Q39	P530	Q408
Q956	P190	Q60
Q183	P530	Q218
Q801	P530	Q39
Q668	P530	Q155
Q1492	P190	Q12892
Q585	P190	Q60
Q33935	P190	Q585
Q298	P530	Q754
Q12626	P47	Q12652
Q1904	P47	Q1400
Q1428	P47	Q812
Q16	P530	Q189
Q822	P530	Q159
Q219	P530	Q236
Q1028	P530	Q96
Q884	P530	Q189
Q17	P530	Q423
Q29552	P17	Q30
Q96	P530	Q55
Q33946	P47	Q40
Q38	P530	Q252
Q17	P530	Q252
Q1028	P530	Q35
Q924	P530	Q902
Q711	P530	Q334
Q216	P190	Q1770
Q843	P361	Q48
Q1221	P17	Q30
Q419	P530	Q29
Q219	P530	Q230
Q8686	P190	Q84
Q31	P530	Q148
Q16	P150	Q1948
Q1441346	P460	Q2268455
Q863	P530	Q865
Q649	P190	Q987
Q145	P530	Q229
Q1055	P190	Q1085
Q6602	P17	Q43287
Q490	P190	Q1486
Q865	P530	Q783
Q406	P190	Q1085
Q406	P190	Q8660
Q408	P530	Q733
Q1016	P530	Q183
Q148	P47	Q863
Q219	P530	Q865
Q230	P17	Q230
Q858	P530	Q159
Q40030	P17	Q155
Q1612	P47	Q1509
Q851	P530	Q711
Q403	P47	Q222
Q956	P190	Q1761
Q843	P530	Q233
Q241	P530	Q419
Q858	P530	Q423
Q878	P530	Q35
Q40	P47	Q33946
Q902	P530	Q1041
Q32	P47	Q183
Q8678	P190	Q23556
Q739	P47	Q419
Q212	P530	Q142
Q131252	P17	Q30
Q423	P530	Q865
Q215	P47	Q224
Q232	P47	Q159
Q1524	P190	Q8678
Q38	P530	Q37
Q155	P530	Q298
Q1762022	P460	Q632842
Q8663	P710	Q148
Q774	P530	Q183
Q258	P47	Q954
Q155	P530	Q148
Q241	P530	Q29
Q173	P47	Q812
Q55	P530	Q184
Q1953	P190	Q987
Q30	P530	Q37
Q40	P530	Q801
Q33881	P17	Q142
Q365	P190	Q8678
Q649	P190	Q1085
Q40	P530	Q884
Q948	P530	Q142
Q38	P530	Q1016
Q403	P530	Q863
Q1055	P190	Q23482
Q29	P530	Q225
Q869	P530	Q668
Q980	P190	Q176
Q813	P530	Q851
Q2135	P190	Q1461
Q35	P530	Q189
Q641	P190	Q1953
Q403	P36	Q3711
Q423	P530	Q1045
Q1486	P190	Q84
Q28513	P47	Q43287
Q3105	P17	Q142
Q189	P530	Q148
Q148	P530	Q241
Q64	P190	Q1490
Q115	P530	Q35
Q948	P530	Q183
Q790	P530	Q865
Q114	P530	Q854
Q41	P530	Q843
Q340	P190	Q239
Q2117521	P460	Q475210
Q1036	P47	Q114
Q12679	P47	Q3372
Q928	P530	Q218
Q1757	P190	Q1899
Q1799	P17	Q7318
Q35	P530	Q213
Q869	P530	Q159
Q258	P530	Q1016
Q215	P17	Q215
Q12589	P47	Q3249
Q34	P530	Q155
Q912	P530	Q183
Q656	P190	Q1486
Q1212	P47	Q1951
Q2079	P190	Q1794
Q31	P530	Q35
Q408	P530	Q419
Q1492	P190	Q365
Q34	P530	Q212
Q23436	P190	Q16552
Q865	P530	Q183
Q252	P47	Q833
Q1028	P530	Q79
Q1030	P530	Q408
Q774	P530	Q30
Q403	P530	Q145
Q8684	P190	Q60
Q2868	P190	Q956
Q403	P530	Q717
Q3616	P190	Q64
Q16559	P190	Q2096
Q1030	P530	Q833
Q37100	P17	Q664
Q37	P47	Q36
Q1605665	P407	Q188
Q96	P530	Q1028
Q1524	P190	Q19660
Q159	P530	Q221
Q117	P530	Q148
Q408	P530	Q37
Q727	P190	Q18125
Q6602	P17	Q7318
Q30	P530	Q34
Q956	P190	Q34647
Q239	P190	Q2807
Q1408	P47	Q1384
Q33935	P190	Q1486
Q456	P190	Q38022
Q84	P17	Q2277
Q212	P530	Q227
Q15180	P530	Q1008
Q35	P530	Q902
Q34	P530	Q865
Q217	P530	Q35
Q801	P530	Q96
Q2887	P190	Q956
Q656	P190	Q490
Q29	P530	Q96
Q649	P190	Q2807
Q399	P530	Q35
Q222	P530	Q865
Q843	P530	Q232
Q1533	P190	Q62
Q213	P530	Q16
Q1563	P190	Q1492
Q987	P190	Q1953
Q36	P47	Q16957
Q1085	P190	Q239
Q40	P47	Q38
Q34	P530	Q948
Q1211	P47	Q1212
Q7026	P17	Q29
Q8740	P710	Q884
Q801	P530	Q717
Q334	P530	Q258
Q1546	P47	Q1527
Q1028	P530	Q912
Q766	P17	Q766
Q30	P530	Q1019
Q96	P530	Q16
Q1227	P47	Q829
Q252	P530	Q38
Q1741	P190	Q1435
Q79	P530	Q183
Q174193	P17	Q174193
Q252	P530	Q836
Q902	P530	Q843
Q664	P530	Q96
Q711	P530	Q79
Q668	P530	Q854
Q219	P530	Q212
Q810	P47	Q858
Q419	P530	Q17
Q833	P530	Q424
Q6298851	P407	Q150
Q843	P530	Q948
Q37	P530	Q212
Q1400	P17	Q30
Q1270623	P1366	Q2900529
Q159	P530	Q854
Q902	P530	Q854
Q16	P530	Q213
Q12717	P47	Q985
Q236	P530	Q159
Q5465	P190	Q12892
Q974	P37	Q150
Q865	P530	Q945
Q34266	P36	Q649
Q34	P47	Q20
Q1509	P47	Q173
Q30	P530	Q774
Q796	P530	Q865
Q1008	P47	Q912
Q1461	P190	Q2868
Q148	P47	Q813
Q79	P530	Q408
Q17	P530	Q77
Q902	P17	Q902
Q262	P47	Q1016
Q45	P17	Q45
Q771	P47	Q779
Q96	P530	Q801
Q956	P190	Q1861
Q597	P190	Q1435
Q597	P190	Q1489
Q801	P530	Q17
Q865	P530	Q222
Q1953	P190	Q23482
Q17	P530	Q142
Q155	P37	Q5146
Q865	P530	Q41
Q183	P530	Q739
Q822	P530	Q843
Q1904	P17	Q16
Q216	P17	Q37
Q96	P530	Q17
Q833	P530	Q218
Q1085	P190	Q2807
Q142	P530	Q664
Q1754	P190	Q1489
Q1899	P17	Q212
Q11223	P607	Q8740
Q39	P37	Q188
Q889	P530	Q884
Q215	P530	Q96
Q217	P530	Q159
Q29	P530	Q403
Q822	P530	Q408
Q38	P530	Q408
Q29999	P530	Q16
Q965	P47	Q945
Q1989	P17	Q16
Q4093	P190	Q495
Q265	P47	Q813
Q2268455	P460	Q1441346
Q750	P47	Q414
Q843	P530	Q822
Q786	P530	Q408
Q1212	P47	Q1221
Q183	P530	Q736
Q956	P190	Q656
Q34	P530	Q794
Q33946	P30	Q46
Q39	P530	Q30
Q270	P190	Q656
Q183	P47	Q31
Q724	P47	Q759
Q70	P1376	Q11911
Q711	P47	Q159
Q1951	P47	Q1974
Q179248	P17	Q55
Q30	P150	Q1166
Q399	P530	Q232
Q39	P530	Q794
Q16567	P190	Q1449
Q159	P530	Q43
Q1489	P17	Q96
Q159	P530	Q1019
Q34370	P190	Q12892
Q1449	P17	Q38
Q189	P530	Q20
Q36	P530	Q77
Q809	P17	Q145
Q881	P530	Q668
Q424	P530	Q408
Q217	P530	Q30
Q1486	P190	Q3711
Q790	P530	Q902
Q597	P190	Q8678
Q29	P530	Q43
Q16	P530	Q790
Q750	P530	Q408
Q39	P530	Q43
Q878	P30	Q48
Q229	P530	Q233
Q148	P530	Q801
Q220546	P460	Q1441346
Q865	P530	Q403
Q6346	P17	Q30
Q20	P530	Q15180
Q218	P530	Q881
Q37	P530	Q408
Q37	P17	Q37
Q227	P530	Q232
Q236	P47	Q222
Q858	P530	Q878
Q419	P530	Q159
Q155	P17	Q155
Q979470	P47	Q12753
Q8646	P530	Q928
Q55	P36	Q727
Q490	P190	Q8686
Q577011	P407	Q150
Q5287	P17	Q865
Q1754	P190	Q3711
Q148	P530	Q974
Q230	P530	Q117
Q1353	P190	Q1490
Q2793400	P460	Q15897419
Q1166	P47	Q1415
Q408	P530	Q20
Q1055	P17	Q142
Q219	P530	Q45
Q19660	P190	Q994
Q717	P530	Q183
Q30	P150	Q724
Q174	P190	Q1055
Q1461	P190	Q1861
Q64	P17	Q183
Q408	P530	Q1030
Q399	P530	Q822
Q851	P530	Q869
Q23556	P190	Q8678
Q152087	P2936	Q188
Q1016	P530	Q865
Q739	P530	Q40
Q155	P530	Q17
Q1449	P190	Q16567
Q33946	P37	Q9056
Q7521081	P460	Q1762022
Q40	P530	Q37
Q1022	P17	Q7318
Q810	P530	Q96
Q41	P530	Q115
Q34	P530	Q38
Q258	P530	Q183
Q227	P530	Q833
Q20	P530	Q664
Q1435	P190	Q437
Q1030	P17	Q1030
Q408	P530	Q213
Q230	P530	Q414
Q399	P530	Q39
Q62	P190	Q31487
Q30	P530	Q35
Q1773	P190	Q727
Q20	P530	Q41
Q28	P530	Q399
Q12788459	P460	Q1158477
Q33	P47	Q159
Q1028	P530	Q252
Q30	P530	Q1008
Q5287	P17	Q419
Q854	P530	Q851
Q18336315	P460	Q1158906
Q403	P530	Q419
Q836	P530	Q159
Q833	P530	Q836
Q804	P530	Q159
Q750	P530	Q865
Q902	P530	Q211
Q219	P530	Q258
Q1486	P190	Q1489
Q691	P530	Q148
Q851	P530	Q96
Q408	P530	Q801
Q258	P530	Q96
Q38	P530	Q219
Q30	P530	Q865
Q96	P530	Q878
Q230	P530	Q36
Q17	P530	Q664
Q11122389	P460	Q18336315
Q183	P530	Q215
Q16	P530	Q668
Q796	P530	Q38
Q35715	P17	Q408
Q2079	P190	Q1715
Q980	P47	Q985
Q34	P37	Q1412
Q1156	P131	Q1191
Q962	P530	Q159
Q31	P530	Q41
Q1899	P190	Q727
Q1156	P190	Q84
Q232	P30	Q46
Q954	P530	Q41
Q419	P530	Q241
Q239	P190	Q216
Q956	P17	Q148
Q15180	P37	Q7737
Q241	P530	Q1030
Q77	P530	Q419
Q41	P36	Q1524
Q1352	P190	Q16554
Q2634	P190	Q1085
Q794	P530	Q145
Q2003	P47	Q2023
Q3249	P47	Q3372
Q64	P190	Q65
Q399	P47	Q227
Q145	P530	Q265
Q1794	P190	Q1781
Q233	P530	Q159
Q649	P190	Q1770
Q1486	P190	Q33935
Q794	P530	Q1041
Q1227	P47	Q816
Q155	P530	Q35
Q211	P530	Q33
Q1757	P17	Q33
Q878	P530	Q805
Q155	P530	Q79
Q219	P530	Q159
Q219	P530	Q265
Q408	P530	Q774
Q833	P530	Q30
Q41	P530	Q37
Q1741	P190	Q270
Q15180	P47	Q889
Q211	P530	Q219
Q974	P530	Q183
Q822	P530	Q878
Q1221	P47	Q1227
Q155	P530	Q928
Q71	P17	Q39
Q9626	P17	Q145
Q833	P530	Q211
Q1781	P190	Q956
Q148	P530	Q419
Q37	P530	Q30
Q717	P530	Q148
Q7318	P150	Q980
Q1221	P47	Q829
Q244322	P17	Q148
Q17	P530	Q928
Q1415	P47	Q1603
Q252	P361	Q48
Q159	P530	Q96
Q869	P530	Q142
Q365	P190	Q1492
Q858	P530	Q403
Q227	P530	Q403
Q1221	P47	Q1214
Q837	P530	Q403
Q1454	P47	Q1456
Q1227	P47	Q99
Q183	P530	Q851
Q656	P190	Q1563
Q8678	P190	Q1492
Q224	P530	Q35
Q211	P530	Q16
Q16	P530	Q215
Q16	P530	Q34
Q41	P530	Q664
Q36	P47	Q212
Q1522	P47	Q816
Q55	P530	Q212
Q1486	P190	Q649
Q1486	P190	Q34370
Q1715	P17	Q43287
Q218	P47	Q36
Q40	P530	Q96
Q1489	P190	Q3130
Q45	P530	Q35
Q298	P530	Q142
Q408	P530	Q334
Q16557	P17	Q30
Q11911	P36	Q70
Q801	P530	Q424
Q3372	P47	Q979470
Q668	P530	Q212
Q794	P530	Q55
Q902	P530	Q16
Q270	P190	Q8678
Q1492	P190	Q406
Q232	P530	Q843
Q12700	P17	Q142
Q16555	P190	Q1489
Q668	P150	Q1159
Q262	P530	Q843
Q176	P47	Q1384
Q34	P530	Q965
Q252	P530	Q159
Q736	P530	Q30
Q750	P530	Q77
Q881	P530	Q408
Q334	P530	Q664
Q1731	P190	Q1055
Q212	P47	Q159
Q35	P530	Q17
Q43	P530	Q55
Q4925477	P460	Q1158906
Q39	P530	Q218
Q212	P530	Q889
Q174	P190	Q33935
Q41	P530	Q20
Q2887	P190	Q1486
Q495	P190	Q34370
Q878	P17	Q878
Q142	P530	Q948
Q60	P190	Q1218
Q16	P530	Q79
Q11739	P190	Q1297
Q1342	P17	Q30
Q3357	P17	Q142
Q408	P530	Q1041
Q884	P530	Q733
Q902	P530	Q30
Q96	P530	Q833
Q159	P47	Q212
Q632842	P460	Q4925477
Q258	P530	Q403
Q8663	P710	Q664
Q902	P530	Q423
Q142	P47	Q39
Q1159009	P460	Q11122389
Q41	P530	Q218
Q928	P530	Q833
Q34	P47	Q33
Q4093	P190	Q1563
Q2807	P190	Q8678
Q5112	P190	Q8678
Q38	P17	Q38
Q159	P530	Q774
Q159	P530	Q878
Q632842	P460	Q830350
Q43	P530	Q36
Q230	P530	Q974
Q23436	P190	Q2044
Q8663	P710	Q739
Q786	P530	Q183
Q40	P47	Q215
Q270	P190	Q1486
Q38	P530	Q229
Q35	P530	Q224
Q475210	P407	Q1321
Q1449	P190	Q23482
Q472	P190	Q84
Q35	P530	Q230
Q801	P530	Q55
Q865	P530	Q1030
Q8686	P190	Q174
Q230	P530	Q736
Q833	P530	Q837
Q218	P530	Q225
Q1581	P47	Q1612
Q837	P47	Q668
Q241	P37	Q1321
Q1041	P530	Q865
Q183	P530	Q236
Q869	P30	Q48
Q865	P530	Q40
Q159	P530	Q219
Q399	P530	Q16
Q928	P530	Q794
Q262	P37	Q150
Q222	P530	Q35
Q794	P530	Q34
Q1435	P190	Q1741
Q38	P530	Q45
Q2023	P37	Q150
Q30	P150	Q1227
Q833	P530	Q28
Q29	P530	Q38
Q79854	P17	Q34266
Q9248	P190	Q16555
Q869	P530	Q843
Q869	P530	Q8646
Q270	P190	Q649
Q16	P47	Q30
Q218	P530	Q16
Q577011	P407	Q9067
Q265	P530	Q843
Q668	P530	Q142
Q1781	P190	Q2044
Q35	P530	Q423
Q794	P530	Q232
Q889	P530	Q96
Q20	P530	Q229
Q20	P150	Q585
Q403	P530	Q258
Q8646	P17	Q148
Q2096	P17	Q16
Q408	P530	Q865
Q965	P37	Q150
Q1028	P530	Q43
Q656	P190	Q9248
Q916	P530	Q148
Q656	P190	Q5465
Q212	P47	Q184
Q414	P47	Q750
Q1726	P17	Q43287
Q30	P150	Q1223
Q974	P530	Q41
Q148	P530	Q1008
Q1461	P190	Q340
Q1741	P131	Q28513
Q1524	P190	Q437
Q928	P530	Q836
Q28	P530	Q17
Q230	P530	Q142
Q836	P47	Q668
Q1041	P530	Q794
Q232	P530	Q227
Q148	P530	Q36
Q1022	P190	Q6602
Q865	P530	Q902
Q865	P530	Q863
Q43	P530	Q902
Q2268455	P460	Q7201446
Q1899	P190	Q1489
Q12736	P17	Q142
Q189	P530	Q38
Q2887	P190	Q1524
Q1028	P530	Q55
Q19660	P190	Q1461
Q805	P530	Q794
Q794	P530	Q41
Q712	P530	Q884
Q754	P530	Q159
Q754	P530	Q766
Q31	P37	Q188
Q28	P47	Q83286
